"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2008,1,2,3,1728,1735,1842,1849,"OO",6362,"N978SW",74,74,61,-7,-7,"SFO","ONT",363,3,10,0,"",0,NA,NA,NA,NA,NA
2007,12,22,6,916,915,1234,1259,"UA",41,"N672UA",318,344,295,-25,1,"SFO","LIH",2447,5,18,0,"",0,0,0,0,0,0
2006,7,14,5,1017,1016,1132,1120,"OO",6252,"N234SW",75,64,53,12,1,"SFO","SBP",191,3,19,0,"",0,0,0,0,0,0
2007,7,20,5,612,600,819,800,"UA",372,"N416UA",127,120,87,19,12,"SFO","SEA",679,8,32,0,"",0,12,0,7,0,0
2007,6,30,6,841,835,1100,1040,"HA",11,"N596HA",139,125,117,20,6,"SFO","HNL",2398,5,17,0,"",0,20,0,0,0,0
2007,3,12,1,939,938,1056,1101,"US",178,"N661AW",77,83,65,-5,1,"SFO","LAS",414,3,9,0,"",0,0,0,0,0,0
2005,6,25,6,1123,1045,1207,1139,"OO",6237,"N268UE",44,54,34,28,38,"SFO","CIC",153,3,7,0,"",0,0,0,28,0,0
2006,5,30,2,2012,1600,434,22,"AA",20,"N392AA",322,322,300,252,252,"SFO","JFK",2586,13,9,0,"",0,239,0,0,0,13
2007,5,11,5,841,845,1016,1016,"UA",573,"N370UA",95,91,71,0,-4,"SFO","SAN",447,3,21,0,"",0,0,0,0,0,0
2006,3,24,5,2218,2215,539,541,"NW",346,"N537US",261,266,235,-2,3,"SFO","DTW",2079,7,19,0,"",0,0,0,0,0,0
2006,10,8,7,836,840,1035,1050,"HA",11,"N584HA",299,310,98,-15,-4,"SFO","HNL",2398,4,17,0,"",0,0,0,0,0,0
2008,12,16,2,2229,2230,2336,2331,"OO",5496,"N308SW",67,61,47,5,-1,"SFO","SBP",191,4,16,0,"",0,NA,NA,NA,NA,NA
2007,2,11,7,25,30,548,557,"NW",362,"N320US",203,207,183,-9,-5,"SFO","MSP",1589,6,14,0,"",0,0,0,0,0,0
2006,12,15,5,1932,1905,2024,2002,"OO",6340,"N983SW",52,57,32,22,27,"SFO","RNO",192,3,17,0,"",0,22,0,0,0,0
2005,11,20,7,2214,2215,556,540,"DL",1478,"N124DE",282,265,251,16,-1,"SFO","ATL",2139,14,17,0,"",0,0,0,16,0,0
2005,7,1,5,2228,2225,550,555,"NW",346,"N594NW",262,270,232,-5,3,"SFO","DTW",2079,7,23,0,"",0,0,0,0,0,0
2006,11,6,1,1004,1010,1105,1120,"OO",6252,"N582SW",61,70,47,-15,-6,"SFO","SBP",191,3,11,0,"",0,0,0,0,0,0
2008,6,28,6,1251,1240,2014,2021,"NW",342,"N506US",263,281,243,-7,11,"SFO","DTW",2079,9,11,0,"",0,NA,NA,NA,NA,NA
2006,10,25,3,1326,1159,1407,1241,"OO",6168,"N284YV",41,42,21,86,87,"SFO","MRY",77,3,17,0,"",0,86,0,0,0,0
2006,2,1,3,1416,1245,1523,1340,"OO",6420,"N917SW",67,55,36,103,91,"SFO","RNO",192,5,26,0,"",0,103,0,0,0,0
2007,11,25,7,1759,1806,2053,2106,"OO",6352,"N754SK",114,120,95,-13,-7,"SFO","TUS",751,5,14,0,"",0,0,0,0,0,0
2006,10,8,7,9,2310,834,734,"UA",188,"N434UA",325,324,293,60,59,"SFO","PHL",2521,12,20,0,"",0,0,0,1,0,59
2008,8,20,3,1412,1335,1548,1507,"US",96,"N653AW",96,92,63,41,37,"SFO","LAS",414,6,27,0,"",0,0,0,4,0,37
2007,12,20,4,1200,1200,1406,1359,"AS",331,"N586AS",126,119,98,7,0,"SFO","SEA",679,3,25,0,"",0,0,0,0,0,0
2006,12,16,6,1018,955,1559,1607,"UA",806,"N428UA",221,252,195,-8,23,"SFO","ORD",1846,5,21,0,"",0,0,0,0,0,0
2008,7,22,2,828,822,1006,954,"UA",1268,"N938UA",98,92,72,12,6,"SFO","EUG",451,3,23,0,"",0,NA,NA,NA,NA,NA
2008,10,16,4,828,835,1347,1403,"B6",1402,"N289JB",199,208,185,-16,-7,"SFO","AUS",1504,3,11,0,"",0,NA,NA,NA,NA,NA
2005,2,17,4,2203,2022,2338,2158,"AS",487,"N613AS",95,96,75,100,101,"SFO","PDX",550,4,16,0,"",0,0,0,0,0,100
2008,7,10,4,2323,2220,752,646,"UA",52,"N468UA",329,326,296,66,63,"SFO","EWR",2565,14,19,0,"",0,8,0,3,0,55
2008,8,8,5,636,626,1159,1159,"NW",368,"N504US",203,213,182,0,10,"SFO","MSP",1589,4,17,0,"",0,NA,NA,NA,NA,NA
2007,9,27,4,1045,1045,1416,1412,"F9",654,"N902FR",151,147,118,4,0,"SFO","DEN",967,7,26,0,"",0,0,0,0,0,0
2006,5,25,4,1043,1045,1623,1613,"OO",6354,"N719SK",220,208,181,10,-2,"SFO","SAT",1482,3,36,0,"",0,0,0,0,0,0
2007,4,10,2,1754,1620,2325,2220,"UA",150,"N589UA",211,240,194,65,94,"SFO","ORD",1846,4,13,0,"",0,65,0,0,0,0
2006,6,20,2,1802,1804,1914,1918,"OO",6209,"N288SW",72,74,56,-4,-2,"SFO","ACV",250,5,11,0,"",0,0,0,0,0,0
2006,12,21,4,859,900,1311,1235,"AA",39,"N381AA",372,335,329,36,-1,"SFO","HNL",2398,3,40,0,"",0,0,0,36,0,0
2008,9,4,4,1311,1315,2153,2201,"DL",616,"N3754A",342,346,315,-8,-4,"SFO","JFK",2586,12,15,0,"",0,NA,NA,NA,NA,NA
2005,11,18,5,1625,1636,1921,1922,"OO",3979,"N446SW",116,106,93,-1,-11,"SFO","SLC",599,7,16,0,"",0,0,0,0,0,0
2005,1,18,2,624,630,916,916,"DL",1450,"N912DN",112,106,84,0,-6,"SFO","SLC",599,5,23,0,"",0,0,0,0,0,0
2007,4,18,3,2210,2215,2308,2311,"OO",6230,"N236SW",58,56,38,-3,-5,"SFO","FAT",158,4,16,0,"",0,0,0,0,0,0
2008,8,22,5,1008,1015,1120,1135,"WN",2212,"N692SW",72,80,57,-15,-7,"SFO","LAX",337,4,11,0,"",0,NA,NA,NA,NA,NA
2008,12,19,5,750,752,1127,1123,"UA",598,"N595UA",157,151,111,4,-2,"SFO","DEN",967,33,13,0,"",0,NA,NA,NA,NA,NA
2007,4,6,5,1708,1640,1757,1734,"OO",5790,"N289YV",49,54,36,23,28,"SFO","CIC",153,3,10,0,"",0,23,0,0,0,0
2007,8,7,2,2004,2004,2129,2133,"UA",901,"N432UA",85,89,70,-4,0,"SFO","SAN",447,3,12,0,"",0,0,0,0,0,0
2007,7,25,3,35,2235,144,2356,"UA",927,"N202UA",69,81,50,108,120,"SFO","LAX",337,6,13,0,"",0,0,0,0,0,108
2007,12,4,2,1101,1045,1228,1217,"UA",1504,"N475UA",87,92,65,11,16,"SFO","LAS",414,6,16,0,"",0,0,0,0,0,0
2007,11,15,4,713,714,807,755,"OO",5551,"N218SW",54,41,27,12,-1,"SFO","SMF",86,6,21,0,"",0,0,0,0,0,0
2008,6,22,7,1054,1058,1842,1853,"UA",790,"N832UA",288,295,255,-11,-4,"SFO","ATL",2139,6,27,0,"",0,NA,NA,NA,NA,NA
2007,11,8,4,2104,2110,2142,2154,"OO",5716,"N218SW",38,44,22,-12,-6,"SFO","MOD",78,3,13,0,"",0,0,0,0,0,0
2005,11,18,5,914,915,1222,1253,"UA",33,"N551UA",308,338,286,-31,-1,"SFO","LIH",2447,5,17,0,"",0,0,0,0,0,0
2005,2,26,6,850,850,1228,1225,"UA",41,"N670UA",338,335,315,3,0,"SFO","KOA",2367,4,19,0,"",0,0,0,0,0,0
2008,5,18,7,611,615,1214,1220,"UA",54,"N209UA",243,245,222,-6,-4,"SFO","ORD",1846,10,11,0,"",0,NA,NA,NA,NA,NA
2007,1,17,3,1328,1330,2208,2150,"AA",178,"N367AA",340,320,298,18,-2,"SFO","JFK",2586,30,12,0,"",0,0,0,18,0,0
2006,5,23,2,1248,1248,1420,1410,"AA",768,"N4YNAA",92,82,51,10,0,"SFO","LAX",337,10,31,0,"",0,0,0,0,0,0
2005,12,21,3,2327,2035,103,2155,"AS",498,"N976AS",96,80,69,188,172,"SFO","PSP",421,4,23,0,"",0,1,0,16,0,171
2006,4,23,7,1058,1040,1227,1206,"OO",6390,"N716SK",89,86,64,21,18,"SFO","SNA",372,5,20,0,"",0,21,0,0,0,0
2007,7,22,7,655,703,817,824,"OO",5658,"N295UX",82,81,63,-7,-8,"SFO","SBA",262,4,15,0,"",0,0,0,0,0,0
2005,6,11,6,1231,1225,2034,2021,"US",8,"N167UW",303,296,275,13,6,"SFO","CLT",2296,7,21,0,"",0,0,0,0,0,0
2007,7,16,1,1412,930,1929,1453,"AA",1994,"N394AA",197,203,173,276,282,"SFO","DFW",1464,11,13,0,"",0,276,0,0,0,0
2008,7,25,5,856,900,1751,1806,"DL",150,"N679DA",355,366,300,-15,-4,"SFO","JFK",2586,26,29,0,"",0,NA,NA,NA,NA,NA
2007,10,31,3,1047,1045,1219,1217,"UA",1504,"N453UA",92,92,71,2,2,"SFO","LAS",414,4,17,0,"",0,0,0,0,0,0
2006,11,15,3,1157,1200,1822,1818,"UA",870,"N511UA",265,258,224,4,-3,"SFO","ORD",1846,10,31,0,"",0,0,0,0,0,0
2005,6,17,5,829,834,949,958,"OO",6404,"N908SW",80,84,67,-9,-5,"SFO","EUG",451,3,10,0,"",0,0,0,0,0,0
2007,6,5,2,804,805,1642,1635,"AA",24,"N358AA",338,330,301,7,-1,"SFO","JFK",2586,12,25,0,"",0,0,0,0,0,0
2007,12,8,6,1918,1925,2037,2055,"WN",632,"N482WN",79,90,67,-18,-7,"SFO","LAS",414,5,7,0,"",0,0,0,0,0,0
2005,11,10,4,1554,1556,1716,1725,"HP",871,"N818AW",82,89,67,-9,-2,"SFO","LAS",414,6,9,0,"",0,0,0,0,0,0
2008,10,12,7,641,644,734,738,"OO",6336,"N762SK",53,54,36,-4,-3,"SFO","RNO",192,3,14,0,"",0,NA,NA,NA,NA,NA
2006,6,5,1,914,900,1120,1107,"AS",563,"N705AS",126,127,97,13,14,"SFO","SEA",679,9,20,0,"",0,0,0,0,0,0
2006,6,13,2,1229,1224,1416,1420,"US",256,"N827AW",107,116,92,-4,5,"SFO","PHX",651,7,8,0,"",0,0,0,0,0,0
2005,12,10,6,1949,1835,2115,2013,"UA",1168,"N533UA",86,98,73,62,74,"SFO","PDX",550,4,9,0,"",0,62,0,0,0,0
2007,8,25,6,1139,1018,1246,1125,"OO",5694,"N295UX",67,67,50,81,81,"SFO","SBP",191,3,14,0,"",0,81,0,0,0,0
2006,8,28,1,2154,2200,513,523,"NW",346,"N538US",259,263,235,-10,-6,"SFO","DTW",2079,8,16,0,"",0,0,0,0,0,0
2008,3,4,2,858,906,948,949,"OO",5557,"N229SW",50,43,26,-1,-8,"SFO","MRY",77,3,21,0,"",0,NA,NA,NA,NA,NA
2007,6,11,1,553,600,1148,1206,"CO",416,"N70330",235,246,216,-18,-7,"SFO","IAH",1635,8,11,0,"",0,0,0,0,0,0
2007,10,18,4,1223,1230,1347,1350,"OO",5596,"N585SW",84,80,55,-3,-7,"SFO","BFL",238,5,24,0,"",0,0,0,0,0,0
2006,7,25,2,2019,2020,2204,2217,"UA",506,"N806UA",105,117,91,-13,-1,"SFO","SEA",679,5,9,0,"",0,0,0,0,0,0
2006,3,30,4,1815,1705,1922,1818,"OO",6197,"N295SW",67,73,56,64,70,"SFO","ACV",250,2,9,0,"",0,64,0,0,0,0
2007,4,30,1,1822,1816,1917,1913,"OO",6186,"N220SW",55,57,38,4,6,"SFO","FAT",158,4,13,0,"",0,0,0,0,0,0
2006,4,11,2,1818,1733,1936,1859,"UA",568,"N852UA",78,86,59,37,45,"SFO","SNA",372,5,14,0,"",0,37,0,0,0,0
2007,6,29,5,1641,1642,1810,1806,"UA",495,"N314UA",89,84,60,4,-1,"SFO","LAX",337,10,19,0,"",0,0,0,0,0,0
2007,8,3,5,1233,1237,2006,2017,"NW",342,"N515US",273,280,241,-11,-4,"SFO","DTW",2079,16,16,0,"",0,0,0,0,0,0
2005,4,28,4,1251,1250,1404,1403,"OO",6426,"N917SW",73,73,49,1,1,"SFO","MFR",329,4,20,0,"",0,0,0,0,0,0
2005,12,10,6,1628,1635,1749,1800,"UA",751,"N808UA",81,85,67,-11,-7,"SFO","SNA",372,4,10,0,"",0,0,0,0,0,0
2006,7,15,6,1543,1540,1658,1714,"UA",1588,"N491UA",75,94,62,-16,3,"SFO","LAS",414,4,9,0,"",0,0,0,0,0,0
2007,8,11,6,1053,929,1242,1127,"OO",5726,"N586SW",109,118,87,75,84,"SFO","RDM",462,4,18,0,"",0,75,0,0,0,0
2008,12,5,5,1046,1050,1629,1640,"CO",1536,"N27239",223,230,207,-11,-4,"SFO","IAH",1635,7,9,0,"",0,NA,NA,NA,NA,NA
2008,12,2,2,925,930,1435,1450,"AA",1994,"N386AA",190,200,162,-15,-5,"SFO","DFW",1464,8,20,0,"",0,NA,NA,NA,NA,NA
2006,8,23,3,2219,2225,2320,2327,"OO",6326,"N924SW",61,62,40,-7,-6,"SFO","SBA",262,4,17,0,"",0,0,0,0,0,0
2007,9,11,2,1301,1250,2137,2124,"DL",416,"N614DL",336,334,300,13,11,"SFO","JFK",2586,14,22,0,"",0,0,0,0,0,0
2005,8,21,7,2225,2220,552,552,"DL",1478,"N133DN",267,272,236,0,5,"SFO","ATL",2139,12,19,0,"",0,0,0,0,0,0
2007,8,21,2,1928,1830,2140,2052,"UA",79,"N597UA",312,322,296,48,58,"SFO","HNL",2398,4,12,0,"",0,48,0,0,0,0
2007,11,29,4,1556,1600,1636,1645,"OO",5449,"N250YV",40,45,22,-9,-4,"SFO","SMF",86,3,15,0,"",0,0,0,0,0,0
2005,7,29,5,556,600,1205,1211,"AA",634,"N4WFAA",249,251,227,-6,-4,"SFO","ORD",1846,7,15,0,"",0,0,0,0,0,0
2008,6,28,6,119,2220,234,2350,"UA",1274,"N364UA",75,90,61,164,179,"SFO","EUG",451,2,12,0,"",0,0,0,0,0,164
2008,5,21,3,558,600,1149,1150,"CO",416,"N24729",231,230,214,-1,-2,"SFO","IAH",1635,7,10,0,"",0,NA,NA,NA,NA,NA
2007,11,16,5,700,705,1246,1315,"WN",477,"N734SA",226,250,211,-29,-5,"SFO","MDW",1855,7,8,0,"",0,0,0,0,0,0
2005,12,11,7,2233,2230,639,623,"UA",32,"N548UA",306,293,264,16,3,"SFO","IAD",2419,11,31,0,"",0,0,0,16,0,0
2008,8,24,7,904,911,1024,1024,"OO",6456,"N978SW",80,73,52,0,-7,"SFO","PMD",316,3,25,0,"",0,NA,NA,NA,NA,NA
2008,4,3,4,2304,2240,642,610,"FL",52,"N149AT",278,270,257,32,24,"SFO","ATL",2139,8,13,0,"",0,0,0,8,0,24
2006,8,12,6,1452,1443,1725,1711,"OO",6386,"N982SW",93,88,71,14,9,"SFO","BOI",522,3,19,0,"",0,0,0,0,0,0
2006,9,28,4,1411,1347,1533,1515,"OO",6173,"N212SW",82,88,64,18,24,"SFO","MFR",329,3,15,0,"",0,18,0,0,0,0
2008,8,26,2,1304,1310,2140,2158,"UA",824,"N516UA",336,348,312,-18,-6,"SFO","BOS",2704,2,22,0,"",0,NA,NA,NA,NA,NA
2007,12,16,7,1544,1545,1710,1713,"UA",955,"N922UA",86,88,65,-3,-1,"SFO","SAN",447,4,17,0,"",0,0,0,0,0,0
2007,6,21,4,1512,1500,1556,1542,"OO",5662,"N223SW",44,42,26,14,12,"SFO","MRY",77,3,15,0,"",0,0,0,0,0,0
2008,6,24,2,759,805,1705,1645,"AA",24,"N395AA",366,340,341,20,-6,"SFO","JFK",2586,4,21,0,"",0,0,0,20,0,0
2006,3,26,7,1542,1525,1651,1646,"UA",927,"N315UA",69,81,52,5,17,"SFO","LAX",337,4,13,0,"",0,0,0,0,0,0
2008,6,22,7,728,725,930,925,"WN",2057,"N286WN",122,120,87,5,3,"SFO","PHX",651,7,28,0,"",0,NA,NA,NA,NA,NA
2008,6,29,7,655,700,1437,1445,"FL",46,"N272AT",282,285,261,-8,-5,"SFO","ATL",2139,9,12,0,"",0,NA,NA,NA,NA,NA
2005,12,28,3,1916,1909,2229,2230,"UA",560,"N418UA",133,141,112,-1,7,"SFO","DEN",967,4,17,0,"",0,0,0,0,0,0
2008,5,8,4,1820,1825,1953,1946,"OO",5451,"N217SW",93,81,64,7,-5,"SFO","ACV",250,8,21,0,"",0,NA,NA,NA,NA,NA
2005,10,23,7,1234,1241,2025,2013,"NW",342,"N553NW",291,272,270,12,-7,"SFO","DTW",2079,9,12,0,"",0,0,0,0,0,0
2007,8,17,5,2056,2039,9,2359,"UA",736,"N541UA",133,140,111,10,17,"SFO","DEN",967,6,16,0,"",0,0,0,0,0,0
2008,5,30,5,1917,1920,2045,2047,"UA",901,"N436UA",88,87,70,-2,-3,"SFO","SAN",447,2,16,0,"",0,NA,NA,NA,NA,NA
2007,2,20,2,1050,1045,1347,1333,"UA",706,"N313UA",117,108,76,14,5,"SFO","SLC",599,2,39,0,"",0,0,0,0,0,0
2006,7,12,3,1758,1733,1908,1846,"OO",6241,"N250YV",70,73,53,22,25,"SFO","BFL",238,3,14,0,"",0,0,0,0,0,22
2008,7,16,3,1010,1012,1115,1115,"UA",748,"N412UA",65,63,35,0,-2,"SFO","RNO",192,15,15,0,"",0,NA,NA,NA,NA,NA
2005,7,3,7,2237,2245,659,717,"AA",150,"N5CBAA",322,332,300,-18,-8,"SFO","BOS",2704,5,17,0,"",0,0,0,0,0,0
2007,4,10,2,2045,2050,2204,2216,"AS",688,"N767AS",79,86,51,-12,-5,"SFO","LAX",337,7,21,0,"",0,0,0,0,0,0
2005,3,10,4,1822,1815,2156,2142,"UA",1280,"N342UA",154,147,136,14,7,"SFO","DEN",967,4,14,0,"",0,0,0,0,0,0
2008,12,17,3,1146,1110,1333,1250,"WN",2235,"N441WN",107,100,90,43,36,"SFO","LAS",414,8,9,0,"",0,0,0,12,0,31
2006,4,4,2,1350,1230,1703,1555,"OO",6378,"N758SK",133,145,109,68,80,"SFO","COS",963,7,17,0,"",0,68,0,0,0,0
2007,4,24,2,751,800,922,920,"UA",1153,"N807UA",91,80,55,2,-9,"SFO","LAX",337,14,22,0,"",0,0,0,0,0,0
2008,1,27,7,553,600,910,847,"US",1578,"N182UW",137,107,103,23,-7,"SFO","PHX",651,8,26,0,"",0,0,0,23,0,0
2005,7,18,1,2249,2240,2330,2321,"OO",6206,"N293SW",41,41,13,9,9,"SFO","MOD",78,5,23,0,"",0,0,0,0,0,0
2005,1,24,1,923,930,1204,1214,"DL",1607,"N312WA",101,104,85,-10,-7,"SFO","SLC",599,3,13,0,"",0,0,0,0,0,0
2008,9,5,5,1052,1055,1644,1646,"CO",1536,"N14242",232,231,202,-2,-3,"SFO","IAH",1635,10,20,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1252,1145,1413,1247,"OO",5566,"N565SW",81,62,37,86,67,"SFO","FAT",158,3,41,0,"",0,86,0,0,0,0
2007,1,31,3,1846,1832,2138,2111,"OO",6418,"N925SW",112,99,87,27,14,"SFO","SLC",599,6,19,0,"",0,27,0,0,0,0
2005,7,12,2,1050,1055,1700,1703,"UA",830,"N561UA",250,248,226,-3,-5,"SFO","ORD",1846,12,12,0,"",0,0,0,0,0,0
2005,9,13,2,2224,2230,543,551,"DL",369,"N629DL",259,261,233,-8,-6,"SFO","CVG",2036,5,21,0,"",0,0,0,0,0,0
2005,9,6,2,1601,1605,1710,1715,"OO",6442,"N732SK",69,70,50,-5,-4,"SFO","BUR",326,3,16,0,"",0,0,0,0,0,0
2008,7,31,4,2328,2319,735,730,"UA",224,"N835UA",307,311,279,5,9,"SFO","IAD",2419,7,21,0,"",0,NA,NA,NA,NA,NA
2008,3,26,3,1110,1113,1902,1947,"UA",88,"N468UA",292,334,264,-45,-3,"SFO","EWR",2565,6,22,0,"",0,NA,NA,NA,NA,NA
2007,8,4,6,1523,1514,1651,1638,"AS",156,"N624AS",88,84,67,13,9,"SFO","PSP",421,4,17,0,"",0,0,0,0,0,0
2005,7,27,3,1859,1900,2109,2121,"UA",65,"N589UA",310,321,296,-12,-1,"SFO","HNL",2398,3,11,0,"",0,0,0,0,0,0
2005,7,9,6,1043,1044,1144,1150,"OO",6252,"N226SW",61,66,46,-6,-1,"SFO","SBP",191,3,12,0,"",0,0,0,0,0,0
2005,3,22,2,1728,1705,2232,2225,"AA",566,"N4UEAA",184,200,170,7,23,"SFO","DFW",1464,3,11,0,"",0,0,0,0,0,0
2005,11,20,7,1055,1100,1859,1902,"UA",256,"N654UA",304,302,285,-3,-5,"SFO","IAD",2419,4,15,0,"",0,0,0,0,0,0
2007,3,18,7,827,831,1020,1029,"UA",510,"N545UA",113,118,94,-9,-4,"SFO","SEA",679,5,14,0,"",0,0,0,0,0,0
2008,11,20,4,1505,1400,1629,1540,"WN",199,"N400WN",84,100,64,49,65,"SFO","LAS",414,7,13,0,"",0,0,0,2,0,47
2007,1,26,5,1059,1058,1225,1229,"UA",1414,"N460UA",86,91,67,-4,1,"SFO","LAS",414,4,15,0,"",0,0,0,0,0,0
2007,11,12,1,1215,1221,1454,1455,"OO",6380,"N929SW",99,94,74,-1,-6,"SFO","BOI",522,3,22,0,"",0,0,0,0,0,0
2005,12,2,5,1049,1015,1838,1821,"UA",862,"N464UA",289,306,255,17,34,"SFO","IAD",2419,7,27,0,"",0,0,0,0,0,17
2005,11,17,4,2308,2245,736,720,"DL",2029,"N641DL",328,335,309,16,23,"SFO","BOS",2704,10,9,0,"",0,9,0,0,0,7
2005,2,10,4,820,827,1524,1550,"DL",386,"N136DL",244,263,225,-26,-7,"SFO","ATL",2139,7,12,0,"",0,0,0,0,0,0
2008,1,14,1,1221,1155,1341,1313,"XE",7764,"N12569",80,78,54,28,26,"SFO","LAX",337,10,16,0,"",0,0,0,2,0,26
2005,5,10,2,1257,1305,1337,1345,"OO",6259,"N233SW",40,40,22,-8,-8,"SFO","MRY",77,3,15,0,"",0,0,0,0,0,0
2005,8,30,2,1209,1213,1739,1741,"AA",544,"N237AA",210,208,183,-2,-4,"SFO","DFW",1464,9,18,0,"",0,0,0,0,0,0
2005,10,20,4,1350,1325,1525,1450,"MQ",3169,"N843AE",95,85,72,35,25,"SFO","SNA",372,7,16,0,"",0,4,0,10,0,21
2005,12,5,1,829,835,1149,1150,"HA",11,"N581HA",320,315,184,-1,-6,"SFO","HNL",2398,3,13,0,"",0,0,0,0,0,0
2008,7,12,6,1711,1623,1833,1748,"OO",5471,"N296SW",82,85,66,45,48,"SFO","SBA",262,3,13,0,"",0,45,0,0,0,0
2007,4,19,4,2312,2049,134,2316,"OO",6398,"N443SW",82,87,66,138,143,"SFO","BOI",522,3,13,0,"",0,138,0,0,0,0
2006,6,3,6,1113,1100,1829,1830,"DL",1096,"N386DA",256,270,237,-1,13,"SFO","CVG",2036,4,15,0,"",0,0,0,0,0,0
2005,2,15,2,1634,1550,1856,1817,"OO",6387,"N907SW",82,87,67,39,44,"SFO","BOI",522,5,10,0,"",0,0,0,39,0,0
2007,4,5,4,1528,1532,1908,1853,"UA",420,"N504UA",160,141,118,15,-4,"SFO","DEN",967,28,14,0,"",0,0,0,15,0,0
2006,3,30,4,2244,2103,114,2332,"OO",6398,"N960SW",90,89,61,102,101,"SFO","BOI",522,4,25,0,"",0,102,0,0,0,0
2008,8,31,7,900,903,1702,1722,"UA",222,"N432UA",302,319,278,-20,-3,"SFO","IAD",2419,9,15,0,"",0,NA,NA,NA,NA,NA
2007,3,21,3,1040,1044,1116,1123,"OO",5741,"N221SW",36,39,23,-7,-4,"SFO","MOD",78,3,10,0,"",0,0,0,0,0,0
2008,10,14,2,1543,1551,1626,1638,"OO",5724,"N582SW",43,47,21,-12,-8,"SFO","MOD",78,4,18,0,"",0,NA,NA,NA,NA,NA
2006,7,10,1,722,723,1251,1253,"AA",488,"N436AA",209,210,180,-2,-1,"SFO","DFW",1464,17,12,0,"",0,0,0,0,0,0
2008,4,25,5,2110,2115,2232,2245,"WN",1839,"N607SW",82,90,64,-13,-5,"SFO","LAS",414,6,12,0,"",0,NA,NA,NA,NA,NA
2005,4,20,3,1344,1340,2218,2212,"AA",194,"N5DBAA",334,332,310,6,4,"SFO","BOS",2704,8,16,0,"",0,0,0,0,0,0
2007,9,10,1,2210,2125,2400,2323,"OO",5738,"N220SW",110,118,93,37,45,"SFO","RDM",462,4,13,0,"",0,37,0,0,0,0
2007,3,9,5,1634,1631,1756,1754,"UA",1169,"N824UA",82,83,53,2,3,"SFO","LAX",337,10,19,0,"",0,0,0,0,0,0
2005,2,1,2,2213,2219,638,625,"UA",194,"N804UA",325,306,302,13,-6,"SFO","IAD",2419,6,17,0,"",0,0,0,0,0,0
2005,7,27,3,2216,2220,2330,2342,"OO",6412,"N740SK",74,82,60,-12,-4,"SFO","EUG",451,5,9,0,"",0,0,0,0,0,0
2007,11,3,6,1532,1532,1651,1651,"UA",844,"N340UA",79,79,57,0,0,"SFO","LAX",337,9,13,0,"",0,0,0,0,0,0
2008,4,4,5,1917,1905,2050,2030,"WN",2537,"N507SW",93,85,60,20,12,"SFO","LAX",337,7,26,0,"",0,11,0,8,0,1
2006,7,18,2,1014,1020,1137,1140,"F9",1926,"N917FR",83,80,57,-3,-6,"SFO","LAX",337,6,20,0,"",0,0,0,0,0,0
2007,1,10,3,1539,1540,2339,2359,"AA",20,"N336AA",300,319,283,-20,-1,"SFO","JFK",2586,6,11,0,"",0,0,0,0,0,0
2008,3,31,1,919,845,1616,1456,"UA",134,"N647UA",297,251,192,80,34,"SFO","ORD",1846,4,101,0,"",0,0,0,80,0,0
2005,9,26,1,619,620,744,737,"UA",995,"N567UA",85,77,62,7,-1,"SFO","LAX",337,9,14,0,"",0,0,0,0,0,0
2005,10,17,1,556,600,801,749,"HP",81,"N650AW",125,109,111,12,-4,"SFO","PHX",651,5,9,0,"",0,0,0,0,0,0
2005,1,20,4,2224,2025,2332,2144,"UA",845,"N848UA",68,79,48,108,119,"SFO","LAX",337,3,17,0,"",0,95,0,0,0,13
2008,3,13,4,748,750,935,935,"UA",704,"N328UA",107,105,88,0,-2,"SFO","PDX",550,6,13,0,"",0,NA,NA,NA,NA,NA
2006,6,6,2,843,841,1001,959,"OO",6244,"N288SW",78,78,63,2,2,"SFO","SBA",262,3,12,0,"",0,0,0,0,0,0
2007,9,25,2,2147,2045,2305,2215,"WN",651,"N229WN",78,90,64,50,62,"SFO","SAN",447,3,11,0,"",0,0,0,0,0,50
2006,4,21,5,836,840,1003,1008,"UA",1580,"N493UA",87,88,68,-5,-4,"SFO","LAS",414,3,16,0,"",0,0,0,0,0,0
2006,4,11,2,1829,1831,2017,2036,"OO",6324,"N918SW",108,125,94,-19,-2,"SFO","TUS",751,4,10,0,"",0,0,0,0,0,0
2005,11,4,5,1133,1115,1909,1936,"UA",28,"N554UA",276,321,260,-27,18,"SFO","JFK",2586,4,12,0,"",0,0,0,0,0,0
2007,11,25,7,946,940,1542,1545,"AA",54,"N364AA",236,245,214,-3,6,"SFO","ORD",1846,8,14,0,"",0,0,0,0,0,0
2005,6,1,3,1546,1550,1723,1720,"UA",1468,"N493UA",97,90,71,3,-4,"SFO","LAS",414,6,20,0,"",0,0,0,0,0,0
2005,11,13,7,1151,1200,2014,2022,"DL",2022,"N6705Y",323,322,286,-8,-9,"SFO","JFK",2586,15,22,0,"",0,0,0,0,0,0
